,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
360,06/05/00,Coventry,Sheffield Weds,4.0,1.0,H
361,06/05/00,Derby,Newcastle,0.0,0.0,D
362,06/05/00,Leicester,Bradford,3.0,0.0,H
363,06/05/00,Man United,Tottenham,3.0,1.0,H
364,06/05/00,Middlesbrough,Watford,1.0,1.0,D
365,06/05/00,Sunderland,West Ham,1.0,0.0,H
366,06/05/00,Wimbledon,Aston Villa,2.0,2.0,D
367,07/05/00,Liverpool,Southampton,0.0,0.0,D
368,08/05/00,Leeds,Everton,1.0,1.0,D
369,09/05/00,Arsenal,Sheffield Weds,3.0,3.0,D
370,14/05/00,Aston Villa,Man United,0.0,1.0,A
371,14/05/00,Bradford,Liverpool,1.0,0.0,H
372,14/05/00,Chelsea,Derby,4.0,0.0,H
373,14/05/00,Everton,Middlesbrough,0.0,2.0,A
374,14/05/00,Newcastle,Arsenal,4.0,2.0,H
375,14/05/00,Sheffield Weds,Leicester,4.0,0.0,H
376,14/05/00,Southampton,Wimbledon,2.0,0.0,H
377,14/05/00,Tottenham,Sunderland,3.0,1.0,H
378,14/05/00,Watford,Coventry,1.0,0.0,H
379,14/05/00,West Ham,Leeds,0.0,0.0,D
380,,,,,,
381,,,,,,
382,,,,,,
383,,,,,,
384,,,,,,
385,,,,,,
386,,,,,,
387,,,,,,
388,,,,,,
389,,,,,,
390,,,,,,
391,,,,,,
392,,,,,,
393,,,,,,
394,,,,,,
395,,,,,,
396,,,,,,
397,,,,,,
398,,,,,,
399,,,,,,
400,,,,,,
401,,,,,,
402,,,,,,
403,,,,,,
404,,,,,,
405,,,,,,
406,,,,,,
407,,,,,,
408,,,,,,
409,,,,,,
410,,,,,,
411,,,,,,
412,,,,,,
413,,,,,,
414,,,,,,
415,,,,,,
416,,,,,,
417,,,,,,
418,,,,,,
419,,,,,,
420,,,,,,
421,,,,,,
422,,,,,,
423,,,,,,
424,,,,,,
425,,,,,,
426,,,,,,
427,,,,,,
428,,,,,,
429,,,,,,
430,,,,,,
431,,,,,,
432,,,,,,
433,,,,,,
434,,,,,,
435,,,,,,
436,,,,,,
437,,,,,,
438,,,,,,
439,,,,,,
440,,,,,,
441,,,,,,
442,,,,,,
443,,,,,,
444,,,,,,
445,,,,,,
446,,,,,,
447,,,,,,
448,,,,,,
449,,,,,,
450,,,,,,
451,,,,,,
452,,,,,,
453,,,,,,
454,,,,,,
455,,,,,,
456,,,,,,
457,,,,,,
458,,,,,,
459,,,,,,
460,,,,,,
461,,,,,,
462,,,,,,
463,,,,,,
464,,,,,,
465,,,,,,
466,,,,,,
467,,,,,,
468,,,,,,
469,,,,,,
470,,,,,,
471,,,,,,
472,,,,,,
473,,,,,,
474,,,,,,
475,,,,,,
476,,,,,,
477,,,,,,
478,,,,,,
479,,,,,,
480,,,,,,
481,,,,,,
482,,,,,,
483,,,,,,
484,,,,,,
485,,,,,,
486,,,,,,
487,,,,,,
488,,,,,,
489,,,,,,
490,,,,,,
491,,,,,,
492,,,,,,
493,,,,,,
494,,,,,,
495,,,,,,
496,,,,,,
497,,,,,,
498,,,,,,
499,,,,,,
500,,,,,,
501,,,,,,
502,,,,,,
503,,,,,,
504,,,,,,
505,,,,,,
506,,,,,,
507,,,,,,
508,,,,,,
509,,,,,,
510,,,,,,
511,,,,,,
512,,,,,,
513,,,,,,
514,,,,,,
515,,,,,,
516,,,,,,
517,,,,,,
518,,,,,,
519,,,,,,
520,,,,,,
521,,,,,,
522,,,,,,
523,,,,,,
524,,,,,,
525,,,,,,
526,,,,,,
527,,,,,,
528,,,,,,
529,,,,,,
530,,,,,,
531,,,,,,
532,,,,,,
533,,,,,,
534,,,,,,
535,,,,,,
536,,,,,,
537,,,,,,
538,,,,,,
539,,,,,,
540,,,,,,
541,,,,,,
542,,,,,,
543,,,,,,
544,,,,,,
545,,,,,,
546,,,,,,
547,,,,,,
548,,,,,,
549,,,,,,
550,,,,,,
551,,,,,,
